2
180  0  3  1  2
1  0  -3.14159
0.999391  0.0348995  -3.10669
0.997564  0.0697565  -3.07178
0.994522  0.104528  -3.03687
0.990268  0.139173  -3.00197
0.984808  0.173648  -2.96706
0.978148  0.207912  -2.93215
0.970296  0.241922  -2.89725
0.961262  0.275637  -2.86234
0.951057  0.309017  -2.82743
0.939693  0.34202  -2.79253
0.927184  0.374607  -2.75762
0.913545  0.406737  -2.72271
0.898794  0.438371  -2.68781
0.882948  0.469472  -2.6529
0.866025  0.5  -2.61799
0.848048  0.529919  -2.58309
0.829038  0.559193  -2.54818
0.809017  0.587785  -2.51327
0.788011  0.615661  -2.47837
0.766044  0.642788  -2.44346
0.743145  0.669131  -2.40855
0.71934  0.694658  -2.37365
0.694658  0.71934  -2.33874
0.669131  0.743145  -2.30383
0.642788  0.766044  -2.26893
0.615661  0.788011  -2.23402
0.587785  0.809017  -2.19911
0.559193  0.829038  -2.16421
0.529919  0.848048  -2.1293
0.5  0.866025  -2.0944
0.469472  0.882948  -2.05949
0.438371  0.898794  -2.02458
0.406737  0.913545  -1.98968
0.374607  0.927184  -1.95477
0.34202  0.939693  -1.91986
0.309017  0.951057  -1.88496
0.275637  0.961262  -1.85005
0.241922  0.970296  -1.81514
0.207912  0.978148  -1.78024
0.173648  0.984808  -1.74533
0.139173  0.990268  -1.71042
0.104528  0.994522  -1.67552
0.0697565  0.997564  -1.64061
0.0348995  0.999391  -1.6057
6.12303e-17  1  -1.5708
-0.0348995  0.999391  -1.53589
-0.0697565  0.997564  -1.50098
-0.104528  0.994522  -1.46608
-0.139173  0.990268  -1.43117
-0.173648  0.984808  -1.39626
-0.207912  0.978148  -1.36136
-0.241922  0.970296  -1.32645
-0.275637  0.961262  -1.29154
-0.309017  0.951057  -1.25664
-0.34202  0.939693  -1.22173
-0.374607  0.927184  -1.18682
-0.406737  0.913545  -1.15192
-0.438371  0.898794  -1.11701
-0.469472  0.882948  -1.0821
-0.5  0.866025  -1.0472
-0.529919  0.848048  -1.01229
-0.559193  0.829038  -0.977384
-0.587785  0.809017  -0.942478
-0.615661  0.788011  -0.907571
-0.642788  0.766044  -0.872665
-0.669131  0.743145  -0.837758
-0.694658  0.71934  -0.802851
-0.71934  0.694658  -0.767945
-0.743145  0.669131  -0.733038
-0.766044  0.642788  -0.698132
-0.788011  0.615661  -0.663225
-0.809017  0.587785  -0.628319
-0.829038  0.559193  -0.593412
-0.848048  0.529919  -0.558505
-0.866025  0.5  -0.523599
-0.882948  0.469472  -0.488692
-0.898794  0.438371  -0.453786
-0.913545  0.406737  -0.418879
-0.927184  0.374607  -0.383972
-0.939693  0.34202  -0.349066
-0.951057  0.309017  -0.314159
-0.961262  0.275637  -0.279253
-0.970296  0.241922  -0.244346
-0.978148  0.207912  -0.20944
-0.984808  0.173648  -0.174533
-0.990268  0.139173  -0.139626
-0.994522  0.104528  -0.10472
-0.997564  0.0697565  -0.0698132
-0.999391  0.0348995  -0.0349066
-1  1.22461e-16  0
-0.999391  -0.0348995  0.0349066
-0.997564  -0.0697565  0.0698132
-0.994522  -0.104528  0.10472
-0.990268  -0.139173  0.139626
-0.984808  -0.173648  0.174533
-0.978148  -0.207912  0.20944
-0.970296  -0.241922  0.244346
-0.961262  -0.275637  0.279253
-0.951057  -0.309017  0.314159
-0.939693  -0.34202  0.349066
-0.927184  -0.374607  0.383972
-0.913545  -0.406737  0.418879
-0.898794  -0.438371  0.453786
-0.882948  -0.469472  0.488692
-0.866025  -0.5  0.523599
-0.848048  -0.529919  0.558505
-0.829038  -0.559193  0.593412
-0.809017  -0.587785  0.628319
-0.788011  -0.615661  0.663225
-0.766044  -0.642788  0.698132
-0.743145  -0.669131  0.733038
-0.71934  -0.694658  0.767945
-0.694658  -0.71934  0.802851
-0.669131  -0.743145  0.837758
-0.642788  -0.766044  0.872665
-0.615661  -0.788011  0.907571
-0.587785  -0.809017  0.942478
-0.559193  -0.829038  0.977384
-0.529919  -0.848048  1.01229
-0.5  -0.866025  1.0472
-0.469472  -0.882948  1.0821
-0.438371  -0.898794  1.11701
-0.406737  -0.913545  1.15192
-0.374607  -0.927184  1.18682
-0.34202  -0.939693  1.22173
-0.309017  -0.951057  1.25664
-0.275637  -0.961262  1.29154
-0.241922  -0.970296  1.32645
-0.207912  -0.978148  1.36136
-0.173648  -0.984808  1.39626
-0.139173  -0.990268  1.43117
-0.104528  -0.994522  1.46608
-0.0697565  -0.997564  1.50098
-0.0348995  -0.999391  1.53589
-1.83691e-16  -1  1.5708
0.0348995  -0.999391  1.6057
0.0697565  -0.997564  1.64061
0.104528  -0.994522  1.67552
0.139173  -0.990268  1.71042
0.173648  -0.984808  1.74533
0.207912  -0.978148  1.78024
0.241922  -0.970296  1.81514
0.275637  -0.961262  1.85005
0.309017  -0.951057  1.88496
0.34202  -0.939693  1.91986
0.374607  -0.927184  1.95477
0.406737  -0.913545  1.98968
0.438371  -0.898794  2.02458
0.469472  -0.882948  2.05949
0.5  -0.866025  2.0944
0.529919  -0.848048  2.1293
0.559193  -0.829038  2.16421
0.587785  -0.809017  2.19911
0.615661  -0.788011  2.23402
0.642788  -0.766044  2.26893
0.669131  -0.743145  2.30383
0.694658  -0.71934  2.33874
0.71934  -0.694658  2.37365
0.743145  -0.669131  2.40855
0.766044  -0.642788  2.44346
0.788011  -0.615661  2.47837
0.809017  -0.587785  2.51327
0.829038  -0.559193  2.54818
0.848048  -0.529919  2.58309
0.866025  -0.5  2.61799
0.882948  -0.469472  2.6529
0.898794  -0.438371  2.68781
0.913545  -0.406737  2.72271
0.927184  -0.374607  2.75762
0.939693  -0.34202  2.79253
0.951057  -0.309017  2.82743
0.961262  -0.275637  2.86234
0.970296  -0.241922  2.89725
0.978148  -0.207912  2.93215
0.984808  -0.173648  2.96706
0.990268  -0.139173  3.00197
0.994522  -0.104528  3.03687
0.997564  -0.0697565  3.07178
0.999391  -0.0348995  3.10669
180  0  6  2  4
-1  1.22461e-16  -3.14159
-0.999391  -0.0348995  -3.10669
-0.997564  -0.0697565  -3.07178
-0.994522  -0.104528  -3.03687
-0.990268  -0.139173  -3.00197
-0.984808  -0.173648  -2.96706
-0.978148  -0.207912  -2.93215
-0.970296  -0.241922  -2.89725
-0.961262  -0.275637  -2.86234
-0.951057  -0.309017  -2.82743
-0.939693  -0.34202  -2.79253
-0.927184  -0.374607  -2.75762
-0.913545  -0.406737  -2.72271
-0.898794  -0.438371  -2.68781
-0.882948  -0.469472  -2.6529
-0.866025  -0.5  -2.61799
-0.848048  -0.529919  -2.58309
-0.829038  -0.559193  -2.54818
-0.809017  -0.587785  -2.51327
-0.788011  -0.615661  -2.47837
-0.766044  -0.642788  -2.44346
-0.743145  -0.669131  -2.40855
-0.71934  -0.694658  -2.37365
-0.694658  -0.71934  -2.33874
-0.669131  -0.743145  -2.30383
-0.642788  -0.766044  -2.26893
-0.615661  -0.788011  -2.23402
-0.587785  -0.809017  -2.19911
-0.559193  -0.829038  -2.16421
-0.529919  -0.848048  -2.1293
-0.5  -0.866025  -2.0944
-0.469472  -0.882948  -2.05949
-0.438371  -0.898794  -2.02458
-0.406737  -0.913545  -1.98968
-0.374607  -0.927184  -1.95477
-0.34202  -0.939693  -1.91986
-0.309017  -0.951057  -1.88496
-0.275637  -0.961262  -1.85005
-0.241922  -0.970296  -1.81514
-0.207912  -0.978148  -1.78024
-0.173648  -0.984808  -1.74533
-0.139173  -0.990268  -1.71042
-0.104528  -0.994522  -1.67552
-0.0697565  -0.997564  -1.64061
-0.0348995  -0.999391  -1.6057
-1.83691e-16  -1  -1.5708
0.0348995  -0.999391  -1.53589
0.0697565  -0.997564  -1.50098
0.104528  -0.994522  -1.46608
0.139173  -0.990268  -1.43117
0.173648  -0.984808  -1.39626
0.207912  -0.978148  -1.36136
0.241922  -0.970296  -1.32645
0.275637  -0.961262  -1.29154
0.309017  -0.951057  -1.25664
0.34202  -0.939693  -1.22173
0.374607  -0.927184  -1.18682
0.406737  -0.913545  -1.15192
0.438371  -0.898794  -1.11701
0.469472  -0.882948  -1.0821
0.5  -0.866025  -1.0472
0.529919  -0.848048  -1.01229
0.559193  -0.829038  -0.977384
0.587785  -0.809017  -0.942478
0.615661  -0.788011  -0.907571
0.642788  -0.766044  -0.872665
0.669131  -0.743145  -0.837758
0.694658  -0.71934  -0.802851
0.71934  -0.694658  -0.767945
0.743145  -0.669131  -0.733038
0.766044  -0.642788  -0.698132
0.788011  -0.615661  -0.663225
0.809017  -0.587785  -0.628319
0.829038  -0.559193  -0.593412
0.848048  -0.529919  -0.558505
0.866025  -0.5  -0.523599
0.882948  -0.469472  -0.488692
0.898794  -0.438371  -0.453786
0.913545  -0.406737  -0.418879
0.927184  -0.374607  -0.383972
0.939693  -0.34202  -0.349066
0.951057  -0.309017  -0.314159
0.961262  -0.275637  -0.279253
0.970296  -0.241922  -0.244346
0.978148  -0.207912  -0.20944
0.984808  -0.173648  -0.174533
0.990268  -0.139173  -0.139626
0.994522  -0.104528  -0.10472
0.997564  -0.0697565  -0.0698132
0.999391  -0.0348995  -0.0349066
1  -2.44921e-16  0
0.999391  0.0348995  0.0349066
0.997564  0.0697565  0.0698132
0.994522  0.104528  0.10472
0.990268  0.139173  0.139626
0.984808  0.173648  0.174533
0.978148  0.207912  0.20944
0.970296  0.241922  0.244346
0.961262  0.275637  0.279253
0.951057  0.309017  0.314159
0.939693  0.34202  0.349066
0.927184  0.374607  0.383972
0.913545  0.406737  0.418879
0.898794  0.438371  0.453786
0.882948  0.469472  0.488692
0.866025  0.5  0.523599
0.848048  0.529919  0.558505
0.829038  0.559193  0.593412
0.809017  0.587785  0.628319
0.788011  0.615661  0.663225
0.766044  0.642788  0.698132
0.743145  0.669131  0.733038
0.71934  0.694658  0.767945
0.694658  0.71934  0.802851
0.669131  0.743145  0.837758
0.642788  0.766044  0.872665
0.615661  0.788011  0.907571
0.587785  0.809017  0.942478
0.559193  0.829038  0.977384
0.529919  0.848048  1.01229
0.5  0.866025  1.0472
0.469472  0.882948  1.0821
0.438371  0.898794  1.11701
0.406737  0.913545  1.15192
0.374607  0.927184  1.18682
0.34202  0.939693  1.22173
0.309017  0.951057  1.25664
0.275637  0.961262  1.29154
0.241922  0.970296  1.32645
0.207912  0.978148  1.36136
0.173648  0.984808  1.39626
0.139173  0.990268  1.43117
0.104528  0.994522  1.46608
0.0697565  0.997564  1.50098
0.0348995  0.999391  1.53589
3.06152e-16  1  1.5708
-0.0348995  0.999391  1.6057
-0.0697565  0.997564  1.64061
-0.104528  0.994522  1.67552
-0.139173  0.990268  1.71042
-0.173648  0.984808  1.74533
-0.207912  0.978148  1.78024
-0.241922  0.970296  1.81514
-0.275637  0.961262  1.85005
-0.309017  0.951057  1.88496
-0.34202  0.939693  1.91986
-0.374607  0.927184  1.95477
-0.406737  0.913545  1.98968
-0.438371  0.898794  2.02458
-0.469472  0.882948  2.05949
-0.5  0.866025  2.0944
-0.529919  0.848048  2.1293
-0.559193  0.829038  2.16421
-0.587785  0.809017  2.19911
-0.615661  0.788011  2.23402
-0.642788  0.766044  2.26893
-0.669131  0.743145  2.30383
-0.694658  0.71934  2.33874
-0.71934  0.694658  2.37365
-0.743145  0.669131  2.40855
-0.766044  0.642788  2.44346
-0.788011  0.615661  2.47837
-0.809017  0.587785  2.51327
-0.829038  0.559193  2.54818
-0.848048  0.529919  2.58309
-0.866025  0.5  2.61799
-0.882948  0.469472  2.6529
-0.898794  0.438371  2.68781
-0.913545  0.406737  2.72271
-0.927184  0.374607  2.75762
-0.939693  0.34202  2.79253
-0.951057  0.309017  2.82743
-0.961262  0.275637  2.86234
-0.970296  0.241922  2.89725
-0.978148  0.207912  2.93215
-0.984808  0.173648  2.96706
-0.990268  0.139173  3.00197
-0.994522  0.104528  3.03687
-0.997564  0.0697565  3.07178
-0.999391  0.0348995  3.10669
1  1
daily@quota  Kg@per@year
1  1
yearly@loss  per@tonne
1  1
Giraffes  per@season
1 lions

 bears

